item_number,item_description,product_description,order_quantity,qty_per_carton,cbm_per_carton,fob_unit_price_usd,estimated_landed_price_usd,freight_factor_applied,NOTE_ronix_pricing,vendor,vendor_brand,country,price_type,source_file
8910,"Brushless Rotary
Hammer
20 V","20V Brushless Rotary Hammer
No load speed: 0~1400 rpm
Impact energy: 2.2 J
Max. Drilling Diameter
in Concrete: 22 mm
in Steel: 13 mm
in Wood: 28 mm
(Without battery, without charger)",,#N/A,#N/A,49.82,64.766,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8910K,"Brushless Rotary
Hammer
20 V","20V Brushless Rotary Hammer
No load speed: 0~1400 rpm
Impact energy: 2.2 J
Max. Drilling Diameter
in Concrete: 22 mm
in Steel: 13 mm
in Wood: 28 mm
2pcs 2.0Ah battery + 1hr fast charger with base(22V 2.2A), BMC Case",0,4,0.0779,82.8,107.64,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8900,"Brushless Hammer
drill
20 V","No load speed: 0-450/0-1700 rpm
Impact rate: 0~25500 ipm
Max torque: 45 N.m
Clutch: 21+3 setting
Chuck: 13mm single sleeve plastic with lock
(Without battery, without charger)",0,#N/A,#N/A,23.89,31.057,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8900K,"Brushless Hammer
drill
20 V","20V Lithium brushless Drill
No load speed: 0-450/0-1700 rpm
Impact rate: 0~25500 ipm
Max torque: 45 N.m
Clutch: 21+3 setting
Chuck: 13mm single sleeve plastic with lock
2pcs 2.0Ah battery + 1hr fast charger with
base(22V 2.2A)",0,5,0.0597,49.02,63.726,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8902,"Brushless Circular
Saw
20 V","20V Brushless Circular Saw
No load speed: 5000 rpm
Blade size: 165x20x1.6mm
Max. cut : 57mm
Max. cut : 41mm
Max. cut : 37mm
Bore Diameter : 20mm",0,2,0.0443,46.62,60.606,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8902K,"Brushless Circular
Saw
165mm","20V Brushless Circular Saw
No load speed: 5000 rpm
Blade size: 165x20x1.6mm
Max. cut : 57mm
Max. cut : 41mm
Max. cut : 37mm
Bore Diameter : 20mm
Including a charger and 2 batteries inside a BMC hard case",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8904,"Brushless
Reciprocating Saw","Voltage: 20V
SMP: 0~3000 SPM
Stroke Length: 28mm
Capacity in Wood: 150mm
Capacity in soft Metal: 10mm",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8911K,"20V Brushless Rotary
Hammer","No-load speed：1350/min
Impact Rate: 4800/IPM
Impact Energy:1.7J
Max. drilling diameter: Concrete: 22mm
2pcs 2.0Ah battery + 1hr fast charger with base(22V 2.2A), BMC Case",0,#N/A,#N/A,101.56,132.028,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8912K,"18VBrushless Angle
Grinder",,0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8922,"Leaf Blower
20 V","20V Leaf Blower
No load speed: Hi:15000/min
Lo:10000/min
Blowing Speed：45 m/s
(4000mAh battery)
(Without battery, without charger)",0,4,0.1078,21.67,28.171,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8920,"Hedge Trimmer
20 V","20V Hedge Trimmer
No load speed : 1300 spm
Blade Length : 510 mm
Cutting Length : 450 mm
Cutting capacity : 16 mm
No load run time : 55 min
(Without battery, without charger)",0,4,0.094,38.01,49.413,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8921,"Grass Trimmer
20 V","20V Grass Trimmer
No Load speed : 8500 rpm
Cutting width : 300 mm
Telescopic tube : 320 mm
Running time : 50mins
Cutting angle adjustable from 0o to 60o
(Without battery, without charger)",0,4,0.1743,23.08,30.004,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8901,"Brushless Angle
Grinder
20 V","No load speed:8500 rpm
Max. Wheel Diameter : 115 mm
Max. Wheel Thickness : 6 mm
Bore Diameter : 22.23 mm
(Without battery, without charger)",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8901K,"Brushless Angle
Grinder
20 V","No load speed : 8500 rpm
Max. Wheel Diameter : 115 mm
Max. Wheel Thickness: 6 mm
Bore Diameter : 22.23 mm
2pcs 4.0Ah battery + 1hr fast charger with base(22V 2.0A), BMC Case",0,4,0.078,71.37,92.781,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8930,High-Pressure Washer,"Battery: 20V 2Ah
Weight 2/4kg
Working pressure 24/5Bar
Max.flow 2L/Min
Nozzle Modes 6 models (0°, 15°, 25°, 40°, Shower, Diagonal)",0,2,0.0408,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8990,"2.0Ah battery pack
20 V","20V battery pack
2.0Ah Li-ion battery
Packed in color box， TP battery",0,50,0.0315,10.08,13.104,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8991,"4.0Ah battery pack
20 V","20V battery pack
4.0Ah Li-ion battery
Packed in color box， TP battery",0,20,0.0185,15.88,20.644,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8992,"2.2A fast charger
20 V","20V fast charger
Output:22V 2.2A",0,20,0.04,5.18,6.734,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8993,"4 A fast charger
20 V","20V fast charger
Output:22V 4.5A",0,20,0.041,9.92,12.896,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8992BS,"2.2A fast charger
20 V","20V fast charger
Output:22V 2.2A",0,30,0.04,5.14,6.682,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8993BS,"5 A fast charger
20 V","20V fast charger
Output:22V 4.5A",0,20,0.0395,7.87,10.231,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8994,"4.5A fast charger
20 V","20V fast charger
Output:22V 4.5A",0,20,0.0526,10.34,13.442,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8014,Cordless Drill Driver,"Battery Voltage : 14V Li-ion
Battery capacity : 1.5Ah
Weight: 1.2Kg
10mm keyless chuck
Max torgue: 26N.m
No load speed: 0-400/0-1350RPM",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8103K,"Cordless
Reciprocating Saw
12 V","12V Li-ion
Battery capacity : 2 Ah
Cutting depth : 20 mm
Weight 2.42Kg
No load speed : 2700 rpm
BMC Case
2 Batteries",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8104K,"Cordless
Reciprocating Saw","12 V Li-ion
Battery capacity : 2 Ah
Max Torque : 120 N.M
No load speed : 0-2700
BMC Case
2 Batteries",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8106K,Cordless Polisher,"Battery Voltage 12V(DC)
Battery Capacity 2000mAh
Weight 2.7Kg
Pad Diameter 75mm
No load speed 0-2800/0-8300RPM",0,5,,32.97,42.861,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8107K,"ELECTRIC CHAIN
SAW","Voltage 12V
Capacity 2.0 Ah
Weight 1.15Kg
Maximum Cutting Diameter 5""/120mm
Chain bar length 154mm
No load speed 3800RPM",0,4,0.0642,31.17,40.521,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8303,"Cordless Impact
Screwdriver","12 V Li-ion
No Load speed : 230 RPM
Max torque : 55 N.m
Weight : 0.99 Kg
Fast Charge
Drive Size : 3/8""
BMC Case
1 Batteries",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8305,Reciprocating Saw,,0,#N/A,#N/A,29.81,38.753,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8309,"Cordless Rotary
Hammer
20 V","12V Li-ion 2000mAh battery
6"" (150mm) pad
No load speed: 2200-4800RPM
Dual action 9mm",0,6,0.0454,32.04,41.652,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8530,"Cordless Dual Action
Orbital Polisher","Voltage: 3.6V
Weight: 0.42Kg
Max torque: 5 N.m
No load spee: 210RPM
Capacity 1.5 Ah",0,10,0.0399,11.62,15.106,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8537,"3.7 V Cordless
Vacuum Sucker","Rated Power 3W
Battery Type Lithium-ion
Battery: Voltage / Capacity 3.7V / 2000mAh
Load Capacity (Vertical / Horizontal) 140Kg / 100Kg
Pad Diameter 200mm
Pad Material Rubber
Body Material Plastic+Rubber
Handle Length 108mm
Charging Time 150min
Working Time 90min
Dimensions 200×200×90mm
Total Weight 1.9Kg
Accessories 1pc Charger Cable",0,10,0.0533,15.67,20.371,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8538,Cordless Glue Gun,"Power MAX 20W
Battery Type Lithium-ion Battery: Voltage / Capacity 3.7V / 2000 mAh
Glue Stick Diameter 11mm
Glue Stick Length 150mm
Heating Time 25sec
Max. Temperature 140°C
Working Time 50min
Charging Time 120min
Body Material PA6
Weight 0.195Kg
Packaging Color box
Accessories 1pc 0.3m USB charging
cable 2pcs 11×150mm
glue stick",0,20,0.0251,9.49,12.337,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8540,"Cordless Wall
Drilling Dust
Collector","Voltage 4.0V
Capacity 1.0Ah
Tank Capacity 25ml
Charging Time 120min
Weight 0.25Kg",0,20,0.0289,12.46,16.198,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8572,"Cordless screwdriver
kit
3.6 V","Voltage: 7.2V
Weight: 0.54Kg
Max torque: 5.8 N.m
No load spee: 300RPM
Capacity 1.5 Ah
47pcs Accessories",0,10,0.0799,16.71,21.723,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8590,Cordless screwdriver,"Rated voltage:3.6V
No-load speed:220r/min
Max torque 1 N.m
Rechargeable battery:Lithium battery
Capicity:850mAh
Charging interface:Type-C
Charging current:1A
Size:138*35mm",0,60,0.04,11.15,14.495,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8591,"Cordless Screwdriver
3.6 V","Rated voltage:3.6V
No-load speed:220r/min
Maximum hard torque/maximum soft torque:5/1.8N.m
Rechargeable battery:Lithium battery
Capicity:2000mAh
Charging interface:Type-C",0,40,0.0545,14.45,18.785,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8850,"Massage Gun
FIT-PRO","li-ion battery
1600mAh
brushless electric machine
MAX:3200 RPM",0,10,0.0827,40.93,53.209,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8851,"Massage Gun
POWER-PRO","Battery 1600mAh
Motor type Brushless Electric Machine
Motor Speed 2800 RPM
Speed Mode 3 level Adjustable
Amplitude 10 mm",0,10,0.0827,49.61,64.493,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8852,"Massage Gun STYLE-
PRO","li-ion battery
1600mAh
brushless electric machine
MAX:3200 RPM
Speed Mode: 4 level Adjustable",0,8,0.0747,63.12,82.056,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8855,"Massage Gun
MINI-PRO","Battery 2600mAh
Motor type Brushless Electric Machine
Motor Speed 3200 RPM
Speed Mode 4 level Adjustable
Amplitude 8 mm",0,10,0.0504,31.83,41.379,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8574,Air compressor,"Battery Capacity 2pcs×2000mAh(2pcs×2ah)
Battery Voltage 7.4V
Battery Material Lithium Battery
Max Pressure 995Kpa/150PSI/10.3Bar
Max Air Flow 15L/min
Inflator Hose Length 18cm
LED Flux 3Lm
Continuous Working Time 25Min
Battery Charging Time 4-5hours
Weight Product pwn
weight:0.43kg(without
hose, type C, and packing)
weight:0.58kg/pcs
Includes Type C, air hose, black
bag,3pcs nozzles",,20,0.0495,15.44,20.072,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2106B,"Electric Drill 6.5mm
Keyed","Power: 400W
No load speed :
0-3800 rpm
Drilling capacity :
6.5 mm
Weight : 1kg",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2107,"Electric Drill 6.5mm
Keyed","Power: 400 W
No load speed : 0-4300 rpm
Drilling capacity : 6.5 mm
WEIGHT : 1.5 kg",0,10,0.0466,11.87,15.431,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2107A,"Electric Drill 6.5mm
Keyless","Power: 400 W
No load speed : 4300 rpm
Drilling capacity : 6.5 mm
Weight : 1.5 kg",0,10,0.047,12.9,16.77,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2112,"Electric Drill 10mm
Keyed","Power : 450 W
No Load Speed : 0-3300 rpm
Weight : 1.5 kg",0,10,0.0459,12.04,15.652,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2112BS,"Electric Drill 10mm
Keyed","Power : 450 W
No Load Speed : 0-3300 rpm
Weight : 1.5 kg",0,10,0.0459,12.22,15.886,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2112A,Electric drill 10mm,"Power : 450 W
No load speed 0-3000RPM
Chuck Size : 10 mm
Weight : 1.5 kg",0,10,0.0484,12.47,16.211,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2115,"Electric Drill 10mm
Keyless","Power : 420 W
No Load Speed :
0-4200 rpm
Chuck Size : 10 mm
Weight : 1.5 kg",0,10,0.0451,14.68,19.084,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2116,"Elecrtric Drill 10mm
Keyed","Power : 420 W
No Load Speed :
0-1750 rpm
Chuck Size : 10 mm
Weight 1.75Kg",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2121,"Elecrtric Impact Drill
10mm Keyed","Power : 450 W
No Load speed :
0-3200rpm
chuck size:10mm
weight: 1.4 kg",0,10,0.0488,15.95,20.735,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2210,"Elecrtric Impact Drill
13mm Keyed","Power : 810 W
No Load Speed :
0-3000 rpm
Drilling Depth In Wood : 25 mm
Drilling Depth In Metal : 13 mm
Cable length : 3 m
Weight : 2.4 kg",0,4,0.0741,26.29,34.177,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2210C,"Elecrtric Impact Drill
13mm Keyed","Power : 810 W
No Load Speed :
0-3000 rpm
Drilling Depth In Wood : 25 mm
Drilling Depth In Metal : 13 mm
Cable length : 3 m
Weight : 2.4 kg",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2211,Impact drill 13mm,"Power : 600 W
No Load Speed :
0-3000 rpm
chuck size:13mm
Weight : 1.88 kg",0,10,0.0671,14.27,18.551,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2211BS,Impact drill 13mm,"Power : 600 W
No Load Speed :
0-3000 rpm
chuck size:13mm
Weight : 1.88 kg",0,10,0.0671,15.2,19.76,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2211P,"Elecrtric Impact Drill
13mm Keyed","Power : 600 W
No Load Speed :
0-2700 rpm
chuck size:13mm
Weight : 1.68 kg",0,10,0.0648,14.73,19.149,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2211X,"Elecrtric Impact Drill
13mm Keyed","Power : 750 W
No Load Speed :
0-2700 rpm
chuck size:13mm
Weight 1.73Kg",0,10,0.0622,16.51,21.463,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2212,"Elecrtric Impact Drill
13mm Keyed","Power : 800 W
No Load Speed :
0-3000 rpm
chuck size:13mm
Weight 1.75Kg",0,10,0.0712,16.81,21.853,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2212BS,"Elecrtric Impact Drill
13mm Keyed","Power : 800 W
No Load Speed :
0-3000 rpm
chuck size:13mm
Weight 1.75Kg",0,10,0.0712,16.51,21.463,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2214,"Electric Impact Drill
13mm Keyed","Power :750 W
No Load speed
0-2800rpm
chuck size:13mm
weight: 2 kg",0,10,0.0319,15.28,19.864,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2214L,"Electric Impact Drill
13mm Keyed","Power:650W
Voltage:220V
Frequency 50-60Hz
No load speed:0~2800rpm
Chuck diameter:13mm
Drill capacity:
steel:10mm concrete:13mm wood:20mm
Net weight:2kg",0,10,0.0647,17.3,22.49,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2214K,"Elecrtric Impact Drill
13mm Keyed","Power :750 W
No Load speed
0-2800rpm
chuck size:13mm
weight: 2 kg
BMC Case",0,5,0.0747,20.22,26.286,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2214LK,"Elecrtric Impact Drill
Kit 13mm Keyed","Power :650 W
No Load speed
0-2800rpm
chuck size:13mm
weight: 2 kg
BMC Case",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2220,"Impact drill
13 mm","Power : 1050 W
No Load Speed :
0-2800 ~ 0-1100 rpm
Drilling Depth In Wood : 30 mm
Drilling Depth In Metal : 13 mm
Drilling Depth In Concrete : 16 mm
Cable length : 3 m
Weight : 3.5 kg
BMC Case",0,4,0.0741,38.01,49.413,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2221,"2 Speed Electric
Impact Drill
13mm Keyed","Voltage 220-240V
Frequency 50-60Hz
Weight 3Kg
Power 1050W
No load speed 0-1200/0-3200RPM",0,8,0.079,30.21,39.273,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2250,"Electric Impact Drill
13mm Keyed","Voltage 220-240V
Frequency 50-60Hz
Weight 2.35Kg
Power 850W
No load speed 0-3000RPM",0,8,0.0664,18.61,24.193,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2250K,"Electric Impact Drill
13mm Keyed","22PCS Accessories
Voltage 220-240V
Frequency 50-60Hz
Weight 2Kg
Power 850W
No load speed 0-3000RPM",0,4,0.0461,25.26,32.838,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2250 Brazilian plug,2250 Brazilian plug,"Voltage 220-240V
Frequency 50-60Hz
Weight 2.35Kg
Power 850W
No load speed 0-3000RPM",0,8,0.0641,18.69,24.297,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2260,"Electric Impact Drill
13mm Keyed","Voltage 220-240V
Frequency 50-60Hz
Weight 2Kg
Power 750W
No load speed 0-3000RPM",0,10,0.0644,14.16,18.408,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2290,"Elecrtric Metal
Gearbox Impact Drill
13mm Keyed","Voltage 220-240V
Frequency 50-60Hz
Weight 2Kg
Power 900W
No load speed 0-2800RPM",0,6,0.0458,23.56,30.628,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
2400,"3 Handle Electric Drill
1200W- 16mm","Chuck Size 16mm
Power 1200W
Voltage 220-240V
Frequency 50-60Hz
Max Capacity in Wood 32mm
Max Capacity in Steel 16mm
No-load Speed 0-750RPM
Weight 3.3Kg
Accessories 1pc side handle/1pc D
handle/ 1pc handle screw",0,5,0.0712,30.15,39.195,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
