item_number,item_description,pt_current_price,pt_cpl35_price,pt_price_change_pct,standard_pack,inner_qty,master_qty,upc,class_code,class_desc,brand_code,brand_desc,subclass_code,subclass_desc,group_name,is_new_item,pt_price_ca35,pt_price_ca40,vendor,vendor_brand,country,price_type,source_file
M505C,"1/4"" NPT Brass Plug (M) M-Type",2.0,2.0,0.0,1.0,24,288,39564505058.0,10,Air Tools,1.0,Performance Tool,14,Plugs & Couplers,,,1.95,1.8,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M516C,"Brass Tire Chuck 1/4"" Female",1.96,1.96,0.0,1.0,20,200,39564505164.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,1.86,1.71,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M517,Dual Head Tire Chuck,3.23,3.23,0.0,1.0,12,72,39564505171.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,3.08,2.85,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M518,"24"" Telescoping Air Blow Gun",7.61,7.61,0.0,1.0,6,48,39564505188.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,7.21,6.65,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M520,"1/4"" NPT Air Chuck w/Clip",3.87,3.88,0.0025839793281652,1.0,6,144,39564505201.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,3.64,3.36,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M521,Tire Inflator w/Dial Gauge,9.7,9.7,0.0,1.0,6,48,39564505218.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,9.29,8.57,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M522,Aluminum Pocket Blow Gun,2.26,2.26,0.0,1.0,6,144,39564505225.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,2.21,2.04,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M523,22 pc. Air Accessory Set,17.17,17.17,0.0,1.0,6,12,39564505232.0,10,Air Tools,1.0,Performance Tool,14,Plugs & Couplers,,,16.14,14.9,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M524,7 pc. Air Blow Gun Kit,5.14,5.14,0.0,1.0,6,48,39564505249.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,4.93,4.55,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M525,Digital Tire Inflator,20.13,20.13,0.0,1.0,6,24,39564120596.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,18.98,17.52,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M526,Heavy Duty Digital Tire Inflator Kit,23.19,23.19,0.0,1.0,6,24,39564136009.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,21.9,20.22,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M535,"8 pc. 2"" Surface Prep Kit",6.57,6.57,0.0,1.0,6,36,39564505355.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,6.16,5.68,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M545,Abrasive Spot Blaster Gun,16.15,16.14,-0.0006191950464394,1.0,1,10,39564130861.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,15.34,14.16,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M547,"1/8"" Micro Die Grinder",26.62,26.63,0.0003756574004507,1.0,1,10,39564505478.0,10,Air Tools,1.0,Performance Tool,2,Grinders,,,24.97,23.05,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M548,"5"" Random Orbital Sander",33.39,33.39,0.0,1.0,1,10,39564505485.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,31.68,29.24,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M549,Portable Abrasive Blaster Kit,49.69,49.68,-0.0002012477359629,1.0,1,2,39564011399.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,54.03,49.88,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M550DB,Air Hammer w/4 Chisels,14.54,14.54,0.0,1.0,1,10,39564505508.0,10,Air Tools,1.0,Performance Tool,7,Hammers,,,13.83,12.76,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M552DB,Air Nibbler,30.33,30.34,0.0003297065611607,1.0,1,10,39564505522.0,10,Air Tools,1.0,Performance Tool,6,Cutters,,,29.33,27.07,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M553C,2 pc. Punches for M552DB,4.62,4.63,0.002164502164502,1.0,36,144,39564505539.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,4.59,4.24,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M554C,Air Nibbler Replacement Die,8.95,8.95,0.0,1.0,36,144,39564505546.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,8.83,8.15,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M555-24,10 pc. Reciprocating Air Saw Blade Set,7.46,7.46,0.0,1.0,12,96,39564510021.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,7.16,6.61,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M555-32,10 pc. Reciprocating Air Saw Blade Set,9.14,9.15,0.0010940919037198,1.0,12,96,39564510038.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,8.86,8.18,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M558DB,"1/2"" Dr. Impact Wrench",34.52,34.52,0.0,1.0,1,10,39564505584.0,10,Air Tools,1.0,Performance Tool,3,Impact Wrenches,,,32.86,30.33,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M560DB,"3/8"" Dr. Air Ratchet",31.84,31.84,0.0,1.0,1,10,39564505607.0,10,Air Tools,1.0,Performance Tool,8,Ratchets,,,30.16,27.84,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M561,"1/2"" Dr. Air Ratchet",30.81,30.81,0.0,1.0,1,20,39564505614.0,10,Air Tools,1.0,Performance Tool,8,Ratchets,,,29.07,26.84,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M562DB,"3/8"" Dr. Butterfly Impact Wrench",32.87,32.87,0.0,1.0,1,20,39564505621.0,10,Air Tools,1.0,Performance Tool,3,Impact Wrenches,,,31.2,28.8,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M563DB,Air Utility Cut-Off Tool,17.48,17.47,-0.0005720823798628,1.0,1,20,39564505638.0,10,Air Tools,1.0,Performance Tool,6,Cutters,,,16.49,15.22,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M565C,10 pc. Mounted Stone Set,3.1,3.1,0.0,1.0,12,72,39564505652.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,2.98,2.75,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M566DB,"1/4"" Heavy Duty Die Grinder",16.07,16.07,0.0,1.0,1,20,39564505669.0,10,Air Tools,1.0,Performance Tool,2,Grinders,,,15.12,13.96,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M567DB,14 pc. Mini Die Grinder Kit,18.93,18.93,0.0,1.0,1,20,39564505676.0,10,Air Tools,1.0,Performance Tool,2,Grinders,,,17.8,16.43,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M568DB,"6"" Dual Action Sander",27.98,27.97,-0.0003573981415296,1.0,1,10,39564505683.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,26.17,24.15,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M569DB,Jitterbug Air Sander,40.24,40.24,0.0,1.0,1,10,39564505690.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,38.08,35.15,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M570C,Heavy Duty Sandblaster Kit,17.13,17.14,0.0005837711617047,1.0,1,10,39564505706.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,16.63,15.35,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M571C,Ceramic Nozzles for M570C and M549,2.09,2.09,0.0,1.0,30,120,39564505713.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,2.06,1.9,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M573DB,"5"" High Speed Sander",25.4,25.4,0.0,1.0,1,10,39564505737.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,23.92,22.08,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M574DB,Dual Piston Straight Line Sander,53.07,53.07,0.0,1.0,1,6,39564505744.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,50.82,46.91,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M575,"3"" Cut-Off Wheels",0.59,0.59,0.0,1.0,100,1000,39564505751.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,0.57,0.52,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M576DB,Production Spray Gun,33.45,33.46,0.0002989536621822,1.0,1,10,39564505768.0,10,Air Tools,1.0,Performance Tool,9,Spray Guns,,,31.78,29.33,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M577B,Paint Cup for M576DB,7.88,7.88,0.0,1.0,1,20,39564505775.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,7.71,7.12,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M580C,4 pc. Cut-off Wheel Assorted Disks,3.1,3.1,0.0,1.0,25,200,39564505805.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,2.98,2.75,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M582DB,Air Grease Gun,22.87,22.87,0.0,1.0,1,10,39564505829.0,10,Air Tools,1.0,Performance Tool,5,Specialty,,,21.89,20.21,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M584DB,Air Engine Cleaner,13.1,13.1,0.0,1.0,1,40,39564505843.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,12.47,11.51,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M585DB,Heavy Duty Tire Inflator w/Gauge,10.06,10.06,0.0,1.0,1,40,39564505850.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,9.92,9.16,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M586C,Air Blow Gun,3.49,3.49,0.0,1.0,12,36,39564505867.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,3.35,3.09,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M587C,"1/2"" Dr. 3/4 & 13/16 Flip Socket",5.3,5.53,0.0433962264150944,1.0,6,72,39564505874.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"Impact 1/2"" Drive SAE DW 6pt",,4.89,4.51,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M588DB,"8 pc. 3/8"" Dr. SAE Impact Socket Set",8.22,8.65,0.0523114355231142,1.0,10,40,39564505881.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"Impact 3/8"" Drive",,7.45,6.88,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M589DB,"8 pc. 3/8"" Dr. Metric Impact Socket Set",8.22,8.64,0.0510948905109489,1.0,10,40,39564505898.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"Impact 3/8"" Drive",,7.47,6.9,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M590DB,"11 pc. 1/2"" Dr. SAE DW Impact Socket Set",24.46,25.46,0.0408830744071955,1.0,5,10,39564505904.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"Impact 1/2"" Drive",,22.69,20.95,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M591DB,"11 pc. 1/2"" Dr. Met DW Impact Socket Set",24.46,25.39,0.0380212591986917,1.0,5,10,39564505911.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"Impact 1/2"" Drive",,22.76,21.01,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M592DB,"10 pc. 1/2"" Dr. SAE Impact",13.4,14.01,0.0455223880597015,1.0,4,16,39564505928.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"Impact 1/2"" Drive",,12.26,11.32,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M593DB,"10 pc. 1/2"" Dr. Met Impact Socket Set",13.4,13.99,0.0440298507462686,1.0,4,16,39564505935.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"Impact 1/2"" Drive",,12.38,11.42,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M594DB,"8 pc. 3/8"" Dr. SAE DW Impact Socket Set",13.47,14.17,0.0519673348181142,1.0,5,20,39564505942.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"Impact 3/8"" Drive",,12.25,11.31,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M595DB,"8 pc. 3/8"" Dr. Met DW Impact Socket Set",13.47,14.13,0.0489977728285078,1.0,5,20,39564505959.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"Impact 3/8"" Drive",,12.31,11.36,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M598DB,3-in-1 Air Control Unit,36.76,36.76,0.0,1.0,1,6,39564505980.0,10,Air Tools,1.0,Performance Tool,13,Fittings & Accessories,,,35.26,32.55,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M601P,"3/8"" x 25' Rubber Air Hose",15.41,15.42,0.00064892926671,1.0,1,8,39564506017.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,14.42,13.31,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M602P,"1/4"" x 25' Recoil Air Hose",4.43,4.43,0.0,1.0,1,40,39564506024.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,4.23,3.91,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M603P,"3/8"" x 50' Rubber Air Hose",29.84,29.85,0.0003351206434316,1.0,1,5,39564506031.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,28.03,25.87,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M604C,5 pc. Coupler Set,3.95,3.95,0.0,1.0,12,72,39564506048.0,10,Air Tools,1.0,Performance Tool,14,Plugs & Couplers,,,3.78,3.49,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M608,25' Auto Rewind Hose Reel w/Hose,79.74,79.74,0.0,1.0,1,1,39564506086.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,74.81,69.06,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M609C,"1/2"" x 21' PTFE Thread Sealing Tape",0.65,0.65,0.0,1.0,24,288,39564506093.0,40,Accessories,1.0,Performance Tool,1,Adhesives & Tapes,,,0.6,0.56,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M610,50' Air Hose Reel w/Hose,40.5,40.5,0.0,1.0,1,2,39564506109.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,37.89,34.98,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M611,17 pc. Air Accessory Kit,16.0,16.0,0.0,1.0,10,20,39564506116.0,10,Air Tools,1.0,Performance Tool,14,Plugs & Couplers,,,15.62,14.42,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M613,50' Air Hose Reel w/Hybrid Hose,67.28,67.28,0.0,1.0,1,2,39564110726.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,63.16,58.3,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M617,"3/8"" x 50' Hybrid Air Hose",22.78,22.78,0.0,1.0,1,3,39564098000.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,21.36,19.71,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M619,50' Auto Recoil Reel w/Hose,119.6,119.6,0.0,1.0,1,1,39564506192.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,111.68,103.09,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M620,4 pc. Air Chisel Set,3.68,3.69,0.0027173913043476,1.0,6,36,39564506208.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,3.53,3.26,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M624,"1/2"" Composite Impact Wrench",49.3,49.29,-0.0002028397565922,1.0,1,10,39564506246.0,10,Air Tools,1.0,Performance Tool,3,Impact Wrenches,,,46.86,43.26,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M625,"1/2"" Super Duty Impact Wrench",70.23,70.22,-0.0001423892923252,1.0,1,8,39564506253.0,10,Air Tools,1.0,Performance Tool,3,Impact Wrenches,,,67.45,62.26,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M627,"3/4"" Dr. Heavy Duty Impact Wrench",161.85,161.85,0.0,1.0,1,4,39564506277.0,10,Air Tools,1.0,Performance Tool,3,Impact Wrenches,,,153.45,141.64,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M628,"3/8"" x 25' Hybrid Air Hose",14.35,14.35,0.0,1.0,1,10,39564110740.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,13.52,12.48,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M631,"1/2"" X-Treme Duty Impact Wrench",103.25,103.25,0.0,1.0,1,5,39564135880.0,10,Air Tools,1.0,Performance Tool,3,Impact Wrenches,,,97.6,90.09,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M632,"1/2"" Dr. Stubby Air Impact Wrench",85.23,85.23,0.0,1.0,1,10,39564013614.0,10,Air Tools,1.0,Performance Tool,3,Impact Wrenches,,,80.16,74.0,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M634,"1"" Dr. Heavy Duty Impact Wrench",231.59,231.58,-4.317975732970325e-05,1.0,1,1,39564506345.0,10,Air Tools,1.0,Performance Tool,3,Impact Wrenches,,,218.97,202.12,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M635,50' Air Hose Reel,40.58,40.58,0.0,1.0,1,1,39564012693.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,38.39,35.44,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M637,"1/4"" Dr. Air Ratchet",32.24,32.24,0.0,1.0,1,20,39564506376.0,10,Air Tools,1.0,Performance Tool,8,Ratchets,,,30.66,28.31,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M639,"1/2"" Dr. Heavy Duty Air Ratchet",127.89,137.25,0.0731878958479943,1.0,1,10,39564506390.0,10,Air Tools,1.0,Performance Tool,8,Ratchets,,,118.12,109.03,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M641,"6"" Heavy Duty Dual Action Sander",35.67,35.67,0.0,1.0,1,10,39564506413.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,33.41,30.84,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M643,"7"" Horizontal Angle Sander",82.21,82.21,0.0,1.0,1,10,39564506437.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,77.19,71.25,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M647,"7"" Horizontal Angle Polisher",110.83,110.84,9.022827754212592e-05,1.0,1,5,39564506475.0,10,Air Tools,1.0,Performance Tool,4,Sanders & Polishers,,,102.47,94.58,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M648,"3/8"" Reversible Drill",27.32,27.32,0.0,1.0,1,10,39564506482.0,10,Air Tools,1.0,Performance Tool,1,Drills,,,27.05,24.97,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M649,"3/8"" Heavy Duty Angle Drill",51.86,51.86,0.0,1.0,1,20,39564506499.0,10,Air Tools,1.0,Performance Tool,1,Drills,,,49.5,45.69,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M651,"1/2"" Heavy Duty Reversible Drill",32.53,32.53,0.0,1.0,1,10,39564506512.0,10,Air Tools,1.0,Performance Tool,1,Drills,,,32.27,29.79,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M656,"1/4"" Angle Head Die Grinder",27.11,27.12,0.00036886757654,1.0,1,20,39564506567.0,10,Air Tools,1.0,Performance Tool,2,Grinders,,,25.74,23.76,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M658,"4"" Heavy Duty Angle Grinder",38.17,38.17,0.0,1.0,1,10,39564506581.0,10,Air Tools,1.0,Performance Tool,2,Grinders,,,35.74,32.99,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M660,Reciprocating Air Body Saw,32.69,32.68,-0.0003059039461608,1.0,1,20,39564506604.0,10,Air Tools,1.0,Performance Tool,6,Cutters,,,31.75,29.3,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M661,Heavy Duty Punch/Flange Tool,69.84,74.02,0.0598510882016034,1.0,1,10,39564506611.0,10,Air Tools,1.0,Performance Tool,6,Cutters,,,66.91,61.76,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M662,Heavy Duty Metal Shear,37.36,37.36,0.0,1.0,1,10,39564506628.0,10,Air Tools,1.0,Performance Tool,6,Cutters,,,36.3,33.5,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M664,Air Windshield Removal Tool,98.3,104.22,0.0602238046795524,1.0,1,10,39564506642.0,10,Air Tools,1.0,Performance Tool,6,Cutters,,,89.58,82.69,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M668,Heavy Duty Air Hammer w/5 Chisels,19.31,19.31,0.0,1.0,1,10,39564506680.0,10,Air Tools,1.0,Performance Tool,7,Hammers,,,18.39,16.98,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M669,Air Hammer Needle Scaler,20.37,20.36,-0.0004909180166913,1.0,1,20,39564506697.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,19.91,18.38,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M672,50' Air Hose Reel w/Hose,80.86,80.86,0.0,1.0,1,1,39564126673.0,10,Air Tools,1.0,Performance Tool,10,Hoses & Reels,,,76.13,70.28,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M676,Dual Action Air Brush Kit,31.75,31.74,-0.0003149606299213,1.0,1,20,39564506765.0,10,Air Tools,1.0,Performance Tool,9,Spray Guns,,,30.53,28.18,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M680,"3/16"" Heavy Duty Hydraulic Riveter",57.71,57.71,0.0,1.0,1,10,39564506802.0,10,Air Tools,1.0,Performance Tool,5,Specialty,,,56.05,51.73,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M685,Inline Air Blow Gun,6.54,6.55,0.0015290519877675,12.0,12,144,39564506857.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,6.18,5.71,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M686,"3 pc. Air Blow Gun w/4"" Extension",4.92,4.92,0.0,1.0,6,24,39564506864.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,4.68,4.32,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M687,"4"" Angled Blow Gun",2.6,2.6,0.0,1.0,6,36,39564506871.0,10,Air Tools,1.0,Performance Tool,12,Blow Guns & Inflators,,,2.49,2.3,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M688,Locking Air Pressure Regulator,8.83,8.83,0.0,1.0,10,100,39564096303.0,10,Air Tools,1.0,Performance Tool,13,Fittings & Accessories,,,8.72,8.05,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M689,"5"" Replacement Sanding Pad",5.33,5.33,0.0,1.0,6,36,39564096662.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,5.24,4.84,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M693,Air Flow Regulator w/Gauge,6.84,6.84,0.0,1.0,10,100,39564506932.0,10,Air Tools,1.0,Performance Tool,13,Fittings & Accessories,,,6.53,6.03,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M694,Brass Air Regulator,3.09,3.09,0.0,1.0,10,100,39564506949.0,10,Air Tools,1.0,Performance Tool,13,Fittings & Accessories,,,2.95,2.72,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M695,Oil & Water Separator,4.99,4.99,0.0,1.0,10,100,39564506956.0,10,Air Tools,1.0,Performance Tool,13,Fittings & Accessories,,,4.84,4.47,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M696,2 pc. Air Hammer Retainer Springs,2.13,2.13,0.0,1.0,12,36,39564506963.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,2.09,1.93,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M697,"6"" Replacement Sanding Pad",4.5,4.5,0.0,1.0,6,36,39564506970.0,10,Air Tools,1.0,Performance Tool,15,Tool Parts & Accessories,,,4.25,3.92,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M7007,7 pc. Auto Body Repair Kit,39.88,39.88,0.0,1.0,1,4,39564570070.0,5,Maintenance & Repair,1.0,Performance Tool,1,Auto Body Repair,,,37.38,34.51,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M7008B,8 oz. Hi-Viz Dead Blow Hammer,6.31,6.32,0.0015847860538829,1.0,6,24,39564570087.0,3,Hardware Tools,1.0,Performance Tool,10,Hammers & Mallets,,,6.04,5.58,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
M701,1.2mm General Purpose Spray Gun,17.32,17.32,0.0,1.0,1,10,39564507014.0,10,Air Tools,1.0,Performance Tool,9,Spray Guns,,,16.45,15.18,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
